ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-40016349,PR-40021679,"Ambrose School Age Care, St Thomas Aquinas, Springwood","CATHOLIC DIOCESE OF PARRAMATTA SERVICES LTD","Centre-Based Care","St Thomas Aquinas Primary School, 168 Hawkesbury Rd",SPRINGWOOD,NSW,2777,0400253528,,,90,24/10/2019,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","May 2026","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Apr 2021",23/12/2020,"March 2026",No,No,No,Yes,Yes,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,,,,,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,,,,,,,,,,,,,,,,,,,No
SE-40016359,PR-00000244,"Hillcrest Christian College Outside School Hours Care","Hillcrest Christian College Ltd","Centre-Based Care","21 Bridgman Drive","REEDY CREEK",QLD,4227,0400212656,,"This service is approved to provide education and care to children from over preschool age up to and including school children, before school, after school and during school holidays. In addition to the prescribed information required to be displayed under section 172 of the Education and Care Services National Law and regulation 173 of the Education and Care Services National Regulations, the approved provider must display a map which clearly identifies the indoor and outdoor spaces on the school site approved by the school for use by the education and care service. This map is to be positioned so that it is clearly visible to anyone from the main entrance to the education and care service premises.",65,27/11/2019,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jul 2021",,,,,,,,,,,"September 2026",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,06:30,18:00,,,,,No
SE-40016360,PR-40019889,"Mallee Kids Child Care","DISTRICT COUNCIL OF KAROONDA EAST MURRAY","Centre-Based Care","10-12 North Tce",KAROONDA,SA,5307,0885781004,,"- The service must ensure that, at no time during the provision of education and care, there is more than one fewer qualified educator than the number otherwise required under the National Regulations.",22,04/10/2019,"Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Sep 2026","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Feb 2021",,"August 2026",Yes,No,No,Yes,Yes,Yes,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,No
SE-40016363,PR-40018032,"Mater Dei","Mater Dei","Centre-Based Care","The Lodge, 229 Macquarie Grove Rd",COBBITTY,NSW,2570,0246548701,0246559515,,22,23/09/2019,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Oct 2024","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Dec 2020",,"July 2025",No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,08:15,15:45,08:15,15:45,08:15,15:45,08:15,15:45,08:15,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016370,PR-00003335,"Thrive Kids Fern Bay OOSH","Port Stephens Council","Centre-Based Care","Fern Bay Public School, Vardon Rd","FERN BAY",NSW,2295,0249880308,,,71,23/07/2019,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2025","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Oct 2020",,"October 2025",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,,,,,,,,,,,,,,,No
SE-40016375,PR-40019194,"Hessel Children's Centre","Hessel Pty Ltd","Centre-Based Care","91-93 Commercial Rd","PORT ADELAIDE",SA,5015,0428064319,,,103,29/11/2019,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2026","Working Towards NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Apr 2021",,"April 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016398,PR-40019309,"Koter Early Learning","KOTER PTY LTD","Centre-Based Care","76 King Rd",HORNSBY,NSW,2077,,,,15,27/08/2020,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Sep 2025","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Nov 2023",,"August 2026",Yes,No,No,Yes,Yes,Yes,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016408,PR-00005928,"Discovery Early Learning Centre- Launceston","J & L Enterprises Pty Ltd","Centre-Based Care","Level 2 Launceston Medical Centre, 243-247 Wellington St",LAUNCESTON,TAS,7250,"63 345717",,,130,22/11/2019,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Dec 2021",,,,,,,,,,,"May 2026",Yes,No,No,No,No,No,No,06:30,22:30,06:30,22:30,06:30,22:30,06:30,22:30,06:30,22:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004427,PR-00009733,"Bridge Road Early Learning Centre","Bridge Road ELC Pty Ltd ATF The Trustee for Bridge Road ELC Trust","Centre-Based Care","624-628 Bridge Rd",RICHMOND,VIC,3121,0394292944,0394292955,,60,01/01/2012,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","May 2024","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Apr 2018",13/01/2025,"May 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004428,PR-00000898,"Geelong World of Learning","G8 Education Limited","Centre-Based Care","332 Autumn Street","HERNE HILL",VIC,3218,"03 5221 2335",,,116,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2018",21/02/2015,"September 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004429,PR-00006824,"Aurora Early Education Rowville","LITTLE ANGELS HOLDINGS PTY LTD","Centre-Based Care","2 Bernard Hamilton Way",ROWVILLE,VIC,3178,0397557444,0397557455,,65,01/01/2012,"Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Nov 2023","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Dec 2018",27/08/2012,"December 2025",Yes,No,No,No,No,No,No,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,07:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004430,PR-00000898,"Pelican Childcare Mount Martha","G8 Education Limited","Centre-Based Care","682 Nepean Highway","MOUNT MARTHA",VIC,3934,0359761399,,,124,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2023","Meeting NQS","Working Towards NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Working Towards NQS","Working Towards NQS","Nov 2019",12/11/2012,"July 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004431,PR-00002460,"Red Apple Early Learning Centre","R.J.T. & Associates Pty Ltd trading as Red Apple Early Learning Centre","Centre-Based Care","487-489 Canterbury Rd",VERMONT,VIC,3133,0398737300,,,48,01/01/2012,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Mar 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Feb 2019",,"September 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004432,PR-00002463,"Sandringham Private Kindergarten","Nimjem Pty Ltd as Trustee for The Chamberlain Family Trust","Centre-Based Care","247 Bay Road",HIGHETT,VIC,3190,0395323407,0395323413,,35,01/01/2012,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Aug 2024","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","May 2020",,"July 2026",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004433,PR-00002465,"Beis Menachem Community Centre Inc","Beis Menachem Community Centre Inc","Centre-Based Care","13-17 Cecil St","BENTLEIGH EAST",VIC,3165,0395706707,,"The waiver for regulation 108 - space requirements – outdoor space applies while the planned works mentioned in the application are undertaken. The Approved Provider may educate and care for no more than 35 children whilst this waiver is in effect. The Approved Provider must ensure that all children educated and cared for by the service have safe access to outdoor space while planned works mentioned in the application are undertaken. The Approved Provider must ensure that all educators, staff and volunteers are made aware of the risk assessment and follow the strategies to support the safety and wellbeing of children accessing the outdoor space. The Approved Provider must notify the Regulatory Authority within 14 days if the waiver is no longer required.",22,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jul 2025","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Mar 2022",,"July 2026",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004435,PR-00002431,"Community Children - Essendon","Community Children Pty Ltd ATF Community Children Unit Trust","Centre-Based Care","50 Cooper Street",ESSENDON,VIC,3040,"03 9337 6634","03 9337 0735","The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space.",93,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2026","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Dec 2022",,"February 2026",Yes,No,No,No,No,No,No,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004436,PR-00002312,"Guardian Childcare & Education Maidstone","SLK TRADING MAIDSTONE PTY LTD","Centre-Based Care","44 - 56 Hampstead Road",MAIDSTONE,VIC,3012,"03 9317 0411",,,160,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2024","Exceeding NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Feb 2020",24/12/2012,"June 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004437,PR-00002308,"Bonkers Beat Music Kinder & Childcare Aspendale","Bonkers Beat Aspendale Pty Ltd","Centre-Based Care","49 Laura Street",ASPENDALE,VIC,3195,0395878786,0395878775,,51,01/01/2012,"Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Jan 2025","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Exceeding NQS","Mar 2021",,"April 2026",Yes,No,No,No,No,No,No,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,07:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004438,PR-40027417,"Little Stars Ferntree Gully Pty Ltd ATF Little Stars Ferntree Gully Trust","Little Stars Cranbourne Pty Ltd ATF Little Stars Cranbourne Trust","Centre-Based Care","897 Burwood Highway","FERNTREE GULLY",VIC,3156,0390883000,,,90,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2026","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Nov 2022",16/03/2026,"July 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004442,PR-00000950,"Little Lane Early Learning Centre - Sunbury","Wu & Kuo Childcare Pty Ltd ATF Wu & Kuo Childcare Trust & Cynas Childcare Pty Ltd ATF Cynas Childcare Trust","Centre-Based Care","92 Horne St",SUNBURY,VIC,3429,0387468555,0383909877,,91,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Nov 2025","Exceeding NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Meeting NQS","Exceeding NQS","Exceeding NQS","Jul 2021",21/07/2025,"October 2025",Yes,No,No,No,No,No,No,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004443,PR-40000806,"Maroondah Kids Early Learning Centre","DIAMOND KIDS PTY LTD","Centre-Based Care","109 Alto Avenue",CROYDON,VIC,3136,0397252225,,,55,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2023","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Apr 2018",06/09/2013,"July 2026",Yes,No,No,No,No,No,No,06:45,18:00,06:45,18:00,06:45,18:00,06:45,18:00,06:45,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004444,PR-00002214,"Balaclava Road Child Care Centre","Kaja Holdings Pty Ltd","Centre-Based Care","205 Balaclava Rd",SHEPPARTON,VIC,3630,0358210396,0358210453,,63,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2026","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Exceeding NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2023",,"April 2026",Yes,No,No,No,No,No,No,06:30,18:15,06:30,18:15,06:30,18:15,06:30,18:15,06:30,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004445,PR-00004831,"Goodstart Early Learning Keilor Village","GOODSTART EARLY YEARS LIMITED","Centre-Based Care","Goodstart Keilor Village, 36 Kennedy St",KEILOR,VIC,3036,0393317911,0393704859,,70,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Aug 2026","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2023",,"June 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004448,PR-40012436,"Busy Bees at Waurn Ponds","Busy Bees Cranbourne Pty Ltd","Centre-Based Care","48 Waurnvale Drive",BELMONT,VIC,3216,0352419776,,,87,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2026","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jun 2023",03/08/2026,"April 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004449,PR-40023187,"Birches Early Learning Centre","BIRCHES EARLY LEARNING CENTRE PTY LTD","Centre-Based Care","40 Dalmor Avenue",ORMOND,VIC,3204,0395781015,,,60,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2026","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Dec 2022",30/11/2020,"April 2026",Yes,No,No,Yes,Yes,Yes,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00004450,PR-00000898,"First Grammar Gumnut Drive","G8 Education Limited","Centre-Based Care","41 Gumnut Drive",LANGWARRIN,VIC,3910,0397759558,,"•     An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List – at some risk of bushfire or grassfire must ensure that: •	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
•	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
•	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
•	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",63,01/01/2012,"Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Jan 2024","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","Meeting NQS","May 2019",22/09/2014,"April 2026",Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
